temperature,humidity,wind_speed,cloud_cover,pressure,visibility,irradiance,solar_output
27.84,82.92,18.81,66.22,1042.71,15.23,83.84,0.0
29.46,66.63,29.43,11.62,1024.66,12.13,608.48,5.84
3.06,44.8,1.17,55.5,986.3,18.59,361.57,41.542
-1.75,48.51,12.84,28.72,960.13,8.34,133.56,8.302
36.38,29.38,8.3,94.02,1023.53,12.43,512.88,2.985
19.37,76.45,15.65,76.21,957.21,22.92,3.72,0.643
-1.92,53.72,2.53,97.25,963.93,23.9,441.96,3.767
47.73,35.48,33.39,3.76,966.15,23.19,116.31,8.323
-1.94,61.62,7.81,28.51,1000.69,6.71,26.72,2.764
31.84,99.59,32.28,19.54,1023.71,5.97,906.92,7.784
47.13,46.35,14.91,1.12,976.43,7.58,1007.87,98.236
7.68,92.47,34.49,24.23,953.47,11.14,228.44,4.587
2.54,37.78,19.39,67.88,991.45,7.99,593.23,8.713
1.43,10.2,32.58,23.11,1019.81,9.48,305.75,2.586
11.07,24.4,0.19,50.9,967.17,15.59,542.94,64.38
0.36,44.78,26.19,88.78,966.99,19.11,480.29,0.18
31.68,25.87,31.61,69.38,1039.72,18.44,295.96,0.0
-1.7,5.02,4.89,39.46,1040.42,20.4,770.43,140.856
22.0,91.93,3.36,37.25,1044.05,1.0,139.14,2.728
47.82,85.17,14.86,45.57,1025.77,1.38,58.38,3.717
38.14,75.52,32.68,17.7,963.82,19.78,844.44,1.902
27.61,20.94,18.98,63.4,966.2,13.42,732.52,13.344
11.23,16.43,18.46,36.42,979.02,14.54,548.38,26.5
28.07,11.42,4.94,85.24,976.81,1.5,514.57,11.756
22.93,73.78,0.03,75.66,1040.65,6.53,547.15,11.355
17.58,93.24,28.35,61.05,1023.91,16.03,480.73,0.0
1.93,45.9,3.07,36.42,1017.4,21.51,432.18,84.238
41.99,16.32,22.18,20.99,963.6,22.94,549.66,18.315
18.84,53.68,32.01,77.62,1035.95,12.61,581.37,0.0
5.31,38.14,7.3,48.64,1027.79,13.73,761.09,83.481
14.49,40.61,23.28,22.48,961.36,20.86,782.33,17.378
16.95,64.03,2.75,19.52,1032.12,13.53,415.39,96.774
38.86,73.28,21.13,16.54,972.22,13.02,454.89,10.702
33.88,15.51,5.74,77.72,953.09,22.65,411.07,14.397
35.77,8.38,25.76,22.9,1010.68,19.79,590.19,5.191
-4.42,99.46,10.54,52.66,1010.38,22.74,498.69,41.871
17.06,27.11,16.22,45.15,954.49,5.61,978.56,37.877
20.51,10.11,20.98,57.96,976.89,13.2,766.0,11.983
-3.98,23.04,5.99,87.72,1044.28,21.09,988.52,27.984
8.77,8.7,25.96,86.77,1012.84,2.96,780.05,0.0
35.3,42.22,10.59,45.11,1018.01,19.91,1068.09,104.092
2.27,81.23,23.18,1.54,966.29,4.74,699.31,20.74
23.37,37.42,5.54,42.64,952.88,20.24,1059.91,144.85
6.41,47.2,24.08,60.62,972.69,15.38,173.99,1.188
-4.36,69.18,4.49,55.78,969.89,4.99,57.73,5.37
7.78,53.34,14.89,65.13,968.45,11.94,637.04,17.79
46.72,86.84,8.65,15.41,964.28,17.11,1081.84,170.098
37.48,87.27,26.19,64.65,1002.48,15.92,459.37,0.0
45.86,5.94,9.17,18.27,977.81,10.8,233.25,31.688
20.86,78.91,30.86,75.05,1027.03,22.5,573.7,3.251
0.82,48.77,31.21,33.91,963.39,13.08,713.68,5.052
24.04,98.94,6.88,70.99,991.46,12.75,346.7,16.259
19.08,50.91,21.48,4.79,946.37,1.74,786.25,19.481
39.75,98.76,3.07,40.79,993.17,23.07,1072.63,140.488
0.2,76.68,13.7,70.5,950.58,4.59,986.66,11.678
20.88,28.62,24.97,22.69,1042.77,13.3,320.74,3.196
2.95,56.15,23.08,79.53,1024.06,20.13,359.4,0.304
12.21,99.25,21.86,63.08,994.01,5.54,408.7,4.352
34.08,86.47,9.89,58.76,953.66,13.28,434.01,18.19
20.23,14.25,13.23,35.35,1004.24,6.17,110.35,5.565
14.92,72.11,3.6,48.25,1020.88,19.04,838.16,115.194
15.91,37.83,25.17,59.73,964.07,14.2,401.87,1.977
19.35,5.66,17.64,47.25,1001.82,21.43,967.8,44.726
36.61,43.33,24.81,69.83,1026.42,22.39,1019.63,3.709
42.28,27.3,8.71,43.37,1021.82,16.29,26.87,7.08
45.63,82.79,11.36,20.23,1025.3,18.19,1087.35,154.368
36.71,37.05,11.7,21.39,1032.93,13.82,781.03,108.967
11.72,83.61,0.9,0.58,1038.77,9.73,572.43,155.223
31.47,5.06,11.94,30.1,985.55,16.27,428.48,50.915
18.19,34.24,28.12,74.89,1001.88,22.73,570.37,8.403
8.5,27.91,31.41,79.42,1024.07,10.53,357.09,0.0
39.57,27.19,18.14,20.25,1014.71,8.0,684.96,35.676
-2.96,11.48,15.94,95.9,1044.55,9.83,102.28,0.988
42.79,22.78,1.08,50.24,946.37,11.0,683.23,59.464
19.46,57.78,30.77,91.7,980.51,2.02,302.88,0.0
28.77,32.68,0.46,70.68,973.1,12.56,19.4,0.0
29.95,44.65,33.07,72.24,971.23,12.46,607.98,0.949
42.44,40.8,17.12,8.5,967.25,14.79,636.29,57.123
28.74,88.21,11.97,22.0,1015.91,9.2,469.23,48.076
27.54,91.0,32.35,0.88,953.48,15.41,79.51,2.842
-1.47,51.83,0.85,71.61,1019.16,21.98,982.68,64.367
22.48,36.36,20.35,34.44,1014.34,23.9,672.57,32.169
2.96,15.15,19.21,78.67,970.08,14.67,127.28,1.161
34.08,95.57,7.68,33.89,970.28,1.26,562.02,28.89
22.15,10.72,15.01,81.93,1007.89,24.24,546.98,5.934
31.05,33.28,22.83,13.07,1021.22,17.71,66.44,0.0
-2.79,33.32,25.45,17.34,1032.65,8.53,667.55,6.403
-0.51,35.44,0.03,34.09,1030.21,3.85,889.16,99.924
32.97,20.61,32.79,40.85,1041.49,3.76,823.91,1.24
-1.18,79.4,5.76,34.87,1003.14,4.36,223.27,27.616
-1.22,16.64,8.18,76.36,1035.87,1.33,948.52,21.185
-4.36,65.32,9.22,9.7,1025.85,22.57,376.8,92.525
45.69,16.77,1.32,35.12,1034.47,13.61,1041.16,161.969
34.09,11.7,4.31,83.72,946.16,17.56,78.92,1.38
13.72,91.4,34.52,6.68,1041.59,20.74,534.83,11.883
10.72,23.06,11.03,94.23,992.35,19.83,656.84,10.432
13.53,83.02,4.04,98.63,1024.82,22.09,272.42,0.0
36.06,56.74,3.74,8.86,957.72,24.19,848.52,220.743
30.05,12.4,25.18,29.13,984.59,11.09,689.59,1.597
4.82,95.77,29.91,37.24,972.15,23.77,19.92,5.427
4.23,28.46,8.99,77.64,974.17,18.14,669.21,22.351
0.21,86.67,0.73,59.59,957.33,1.95,540.63,15.71
30.0,21.04,7.81,64.44,1025.58,17.11,215.63,13.068
35.51,86.12,1.98,75.75,945.92,17.23,1095.32,37.082
9.05,6.26,3.62,11.8,976.25,22.67,986.88,290.369
-3.89,53.62,15.1,83.32,962.44,9.45,321.76,6.189
-0.64,78.1,8.05,70.56,1003.9,14.71,595.18,22.622
46.3,93.81,18.06,57.73,970.43,0.5,348.15,7.794
10.66,91.37,8.87,88.97,970.9,8.44,853.05,13.728
35.77,82.86,32.92,70.03,993.83,1.74,1023.36,0.0
28.11,89.38,31.71,20.17,1010.27,13.14,394.71,4.143
15.24,23.93,19.84,42.97,957.13,20.47,886.14,37.541
5.9,32.0,12.4,49.4,962.55,5.32,548.25,27.792
1.43,32.45,13.34,5.52,969.72,13.28,436.24,63.596
27.6,40.82,14.41,95.46,1042.37,5.26,1032.26,6.625
36.06,42.37,25.47,12.86,984.72,3.19,561.45,12.776
29.13,56.73,15.81,69.75,1004.9,12.87,514.15,11.261
23.11,20.19,29.99,50.62,969.15,2.16,739.68,0.0
-2.78,70.67,33.04,2.56,994.05,14.77,287.36,4.826
46.33,20.92,11.76,92.47,952.41,0.98,357.27,1.747
37.33,34.48,19.62,85.18,948.47,2.85,1025.25,1.493
10.52,52.82,3.33,52.43,991.87,13.84,746.38,77.713
46.94,80.66,7.02,22.89,984.87,14.87,909.3,136.841
26.9,75.25,14.47,12.16,958.69,0.92,298.22,9.396
25.87,66.33,7.22,36.34,1013.76,14.42,598.17,84.364
34.65,19.8,30.68,25.54,1044.29,20.99,1068.54,7.132
38.02,56.97,5.54,50.67,984.56,18.11,350.57,38.364
29.79,13.31,15.95,96.64,1007.46,3.45,176.52,0.0
1.79,40.85,21.2,57.5,1041.3,14.89,561.97,5.999
12.93,44.28,24.22,88.99,1028.15,16.87,426.6,0.0
44.19,8.78,13.41,65.09,991.36,1.12,175.53,3.123
6.9,31.03,30.42,47.52,1018.75,21.41,977.41,11.279
14.72,95.79,19.89,85.46,957.81,22.68,1089.8,6.34
17.9,95.6,15.38,47.14,996.21,21.29,625.44,33.038
18.29,38.47,2.35,86.86,972.91,20.65,852.14,21.6
27.49,9.09,16.26,29.16,961.12,18.68,944.94,66.856
44.98,22.01,28.73,12.88,987.63,15.91,771.08,9.596
7.76,42.26,21.51,85.53,958.1,17.03,48.57,0.0
1.44,95.04,29.13,58.74,1014.9,20.2,173.4,1.054
5.47,18.41,17.29,88.91,990.62,16.63,78.09,0.177
42.01,77.53,4.15,93.78,998.11,8.33,10.87,0.0
29.23,15.32,0.48,5.36,959.64,9.52,336.6,74.687
10.15,98.22,10.61,50.1,958.98,22.45,431.59,31.905
38.25,41.25,24.43,37.5,1003.34,0.62,265.13,4.457
40.65,78.65,27.66,62.59,1043.5,17.53,71.07,0.0
39.87,37.55,10.35,79.36,954.63,23.88,582.85,13.227
43.7,64.63,17.35,28.06,973.57,17.71,300.65,15.925
8.37,23.24,14.74,55.68,1031.95,24.85,875.64,50.279
35.02,18.87,14.37,70.87,952.23,17.25,8.86,2.469
19.41,94.12,8.1,13.44,1032.59,1.05,926.78,74.512
39.63,92.18,4.77,81.41,997.43,20.71,1050.23,28.286
33.61,89.31,6.88,60.61,985.83,7.26,787.75,38.921
36.15,64.42,1.94,94.95,975.97,11.26,807.01,3.027
29.78,81.79,6.93,33.95,974.71,7.94,1026.92,98.782
4.4,11.56,0.32,10.81,975.58,6.86,229.98,41.901
23.89,36.8,21.95,50.65,1033.48,10.9,1094.02,19.491
47.19,34.8,11.07,8.58,1017.38,9.59,850.83,130.631
44.68,65.39,34.06,96.95,1011.97,15.91,799.23,0.0
-2.71,38.82,6.78,3.87,1024.87,20.37,397.2,138.451
3.74,19.11,12.1,75.35,970.71,7.57,600.36,12.223
1.98,61.66,12.52,52.51,1006.8,5.5,719.31,26.465
33.48,82.37,0.3,36.86,991.01,16.74,682.38,98.653
38.34,41.3,29.37,6.58,1023.24,16.82,775.48,15.001
6.32,17.57,1.12,62.22,975.93,22.55,90.62,9.339
21.81,23.69,32.91,58.52,1009.32,0.6,391.21,3.851
39.56,27.56,31.22,28.09,1033.22,21.36,477.4,1.047
33.84,33.49,18.74,91.02,985.22,13.12,286.69,0.0
23.74,66.07,19.03,30.41,951.66,15.61,189.89,6.034
26.29,62.09,22.88,44.97,996.61,2.47,152.82,6.455
21.94,71.13,13.55,54.38,979.6,10.93,403.02,18.807
10.77,39.44,22.65,10.02,1012.22,5.84,542.79,24.901
24.95,83.28,1.57,93.22,1040.1,6.5,69.27,0.0
31.51,24.39,1.89,37.45,993.56,12.7,1041.1,145.673
41.29,49.56,16.0,8.08,991.62,20.35,841.77,97.605
28.72,81.09,19.24,38.73,1010.46,18.65,803.94,38.97
35.34,22.12,31.07,60.02,955.35,14.86,190.15,0.0
3.48,15.44,3.66,51.37,970.35,13.58,664.18,67.753
19.46,88.95,28.79,69.45,1036.9,10.8,582.7,1.709
-4.51,37.58,7.35,5.55,1011.99,24.32,1080.72,336.887
8.07,69.97,13.79,28.45,946.34,14.09,822.44,68.926
33.5,7.41,11.08,81.92,965.46,6.5,633.34,7.725
47.57,70.55,14.01,7.99,1013.28,5.91,935.89,83.362
0.26,35.03,5.27,85.55,1021.44,15.36,170.6,4.463
16.28,10.3,17.62,9.19,1028.99,13.17,16.74,4.5
37.4,62.93,28.06,83.45,974.22,0.39,759.26,5.524
5.81,27.88,15.45,36.08,1038.1,20.79,108.14,6.871
24.42,41.75,17.17,61.22,1000.29,17.66,126.98,2.682
33.85,12.66,29.71,15.29,1014.65,16.61,819.15,8.208
27.65,18.98,24.71,6.62,1004.67,1.91,297.59,3.067
4.97,33.31,17.17,21.59,957.27,9.18,691.49,42.058
13.84,13.53,9.02,12.79,1041.31,23.4,1009.15,253.261
36.54,91.53,30.97,31.24,957.29,21.59,348.12,6.018
24.37,5.57,20.2,51.44,970.49,7.28,238.86,0.0
-4.72,50.97,7.74,58.88,1026.36,4.1,117.22,7.156
35.33,16.71,9.42,78.99,1006.86,11.34,143.51,2.015
-3.13,34.23,28.11,65.62,1028.81,9.02,68.44,1.589
34.52,92.98,1.55,60.88,996.57,17.12,96.41,4.192
5.73,20.36,34.72,41.18,982.7,24.17,475.21,7.414
45.78,96.75,4.56,47.38,1037.18,9.2,352.95,33.556
14.5,24.55,27.86,41.45,948.63,1.74,777.22,4.063
12.33,75.45,13.82,84.22,1030.61,22.46,957.27,17.106
2.89,56.93,17.23,23.0,968.08,1.14,863.25,22.367
11.2,89.03,30.82,0.57,1029.87,23.83,583.7,8.551
41.46,57.63,14.45,65.13,958.92,16.68,112.69,5.341
47.81,55.78,18.81,20.25,1003.02,23.55,780.74,50.169
14.52,23.57,1.73,89.01,1033.81,5.15,399.11,9.888
18.78,20.79,0.08,85.9,992.35,1.21,94.22,0.0
33.27,92.07,8.57,7.67,1019.66,12.31,926.71,181.684
41.97,36.14,23.82,10.64,1025.47,11.38,372.04,14.993
26.43,40.35,4.24,49.52,1018.65,8.42,240.07,21.036
15.75,77.18,3.98,60.92,1037.53,23.95,958.6,86.117
16.87,37.19,14.38,27.49,989.68,20.6,992.35,109.375
31.87,95.45,22.67,71.68,962.31,16.61,372.87,5.076
-4.83,75.1,24.92,59.49,949.78,4.24,390.28,0.0
27.84,61.76,6.25,32.48,969.65,18.41,637.59,97.409
13.84,88.69,2.79,2.54,959.32,18.23,806.79,227.254
37.09,9.71,32.91,75.02,1000.79,10.74,69.46,4.472
-0.07,29.42,9.12,21.48,963.49,23.13,652.68,118.274
26.17,49.18,29.87,83.45,948.89,4.34,1048.1,1.025
20.49,26.56,30.22,42.03,948.6,6.83,288.3,0.099
29.04,75.67,27.04,57.71,1028.16,1.77,999.71,4.072
-1.56,92.32,5.91,87.29,1004.14,19.93,1045.19,22.83
25.74,45.26,28.76,86.36,980.81,15.62,296.07,0.0
24.76,37.5,26.92,37.15,1034.42,8.01,829.62,2.589
24.71,96.35,20.89,20.89,952.02,4.26,262.65,0.354
26.98,47.26,11.8,77.51,1043.03,1.2,811.37,5.546
30.85,51.46,9.19,43.31,1006.63,4.34,877.16,58.729
37.66,38.41,4.27,19.2,963.35,11.44,271.93,53.04
9.3,91.41,17.84,90.44,1012.91,6.33,787.46,5.243
38.73,59.05,20.48,19.81,1021.34,6.62,893.31,35.107
21.41,77.41,12.58,2.58,987.93,21.91,394.44,72.09
-0.92,82.12,16.64,2.03,1031.16,12.98,184.47,23.64
-1.9,37.48,12.72,62.23,960.07,18.29,101.16,5.328
12.71,46.2,22.44,66.17,972.88,1.09,632.92,7.751
36.6,85.6,31.54,31.1,954.35,9.26,1075.91,6.062
32.51,39.51,5.74,32.0,966.09,12.08,905.25,130.715
36.8,80.42,13.35,33.95,968.87,4.82,479.42,26.048
22.42,94.39,4.93,68.02,1036.76,3.18,590.28,21.247
18.33,64.2,21.87,5.81,952.81,21.78,307.48,9.448
2.81,75.45,25.51,92.91,987.74,23.5,179.37,2.922
12.39,81.48,32.62,22.25,998.24,2.15,530.29,2.354
18.0,85.28,9.76,99.97,1034.87,8.86,509.85,1.62
-0.3,42.53,33.26,17.15,1044.77,23.97,574.12,4.073
6.69,9.87,2.21,77.15,1020.34,2.26,1048.09,22.689
26.71,43.18,21.11,22.34,1042.08,16.16,664.28,32.124
33.99,69.01,2.0,8.08,1023.71,24.31,666.35,197.892
47.91,47.78,31.28,87.49,1041.32,24.46,140.83,0.0
44.46,76.15,18.54,85.88,1015.73,11.89,1096.14,7.918
29.06,38.91,23.43,40.36,952.98,4.24,850.13,10.384
17.33,65.3,29.11,70.24,985.19,5.21,964.92,2.25
28.72,22.71,5.26,55.71,1009.66,22.26,455.73,51.543
36.64,76.19,1.35,85.3,980.07,22.81,552.34,12.299
1.27,56.84,30.76,31.51,972.34,15.28,574.29,4.763
16.72,24.39,11.02,52.37,1002.74,19.2,213.5,14.47
39.51,32.73,4.51,48.54,1038.35,18.55,758.44,91.642
15.34,76.12,16.4,35.39,948.5,16.61,993.27,63.738
25.31,50.85,20.94,89.15,1021.92,20.72,180.08,4.214
26.15,25.52,1.08,16.59,1017.27,17.2,94.95,21.277
4.78,96.89,9.62,14.95,1041.4,13.44,812.04,144.546
14.2,72.94,1.15,57.69,1038.07,6.08,300.52,19.279
12.73,95.93,14.71,65.75,1021.22,18.65,686.25,21.785
-3.61,45.57,31.33,19.46,997.04,11.94,765.33,7.159
-3.72,50.13,34.39,39.07,965.43,7.51,354.1,3.084
39.08,90.31,22.3,94.66,999.52,20.09,896.66,4.144
9.47,54.88,5.66,24.66,1021.54,17.48,604.99,139.891
22.46,72.19,31.7,66.84,1034.57,23.45,955.9,3.001
10.83,28.96,18.07,74.01,1023.97,4.3,839.62,8.324
44.86,47.44,5.38,44.81,964.53,16.3,955.43,106.794
8.74,16.73,32.26,93.75,1004.97,6.26,22.18,1.402
17.77,24.57,26.51,73.67,978.22,22.61,267.86,0.897
41.25,5.09,25.61,45.79,945.92,2.67,99.01,0.172
39.62,8.73,24.82,56.93,965.02,16.47,486.29,3.283
4.86,97.84,7.01,69.26,956.32,19.82,978.96,44.927
37.54,28.02,7.39,59.22,1029.27,9.0,514.29,33.62
19.28,68.01,24.09,87.87,970.85,23.86,934.68,0.0
20.6,84.71,7.69,35.69,973.47,21.3,359.9,47.298
2.07,57.31,15.35,29.99,1040.99,7.51,373.53,26.928
-0.73,19.55,27.37,21.38,982.91,0.39,985.12,0.0
33.58,74.17,27.44,3.78,945.96,7.56,468.4,0.0
21.31,62.02,15.86,4.3,973.38,7.18,868.74,74.899
18.15,74.47,27.73,87.01,956.93,22.27,260.31,0.0
33.66,78.13,29.35,67.84,955.28,24.18,1043.68,0.0
35.57,97.66,22.92,66.05,952.75,1.95,632.04,4.259
3.42,59.49,7.99,61.46,1004.33,11.89,835.26,50.264
27.34,37.46,9.59,84.92,963.93,13.8,98.47,5.451
2.17,66.6,11.02,48.03,981.12,2.5,541.93,17.626
34.82,11.5,4.09,87.04,1031.2,9.56,991.14,18.044
29.82,90.25,9.56,35.94,987.43,8.06,964.74,81.16
45.7,16.34,7.33,92.67,1036.57,13.49,51.5,0.0
-1.35,36.15,15.94,69.87,994.79,16.6,334.07,11.368
-1.98,82.5,31.8,25.72,984.88,17.65,487.65,6.432
9.96,61.74,3.66,56.41,1020.04,3.59,189.49,6.128
8.87,42.4,25.21,53.3,952.32,20.36,803.0,4.18
8.09,49.98,24.05,13.79,953.95,17.03,202.96,5.588
43.03,86.18,3.35,59.12,1010.2,22.25,381.3,29.394
8.23,37.3,32.29,31.48,993.69,11.34,729.61,1.705
9.41,87.62,19.9,5.23,1024.04,22.37,530.3,45.597
35.25,13.37,12.73,94.87,1036.63,21.67,812.43,13.167
18.84,78.8,26.48,64.15,983.84,11.07,1057.33,1.85
36.17,85.52,9.01,87.69,1004.64,9.65,128.2,6.249
-1.54,22.27,24.27,67.61,995.07,23.33,780.52,2.126
20.84,45.88,1.39,35.7,1043.16,17.94,253.38,47.848
-3.22,20.72,29.38,51.27,1028.11,23.22,455.92,5.381
-1.68,72.13,15.69,67.57,1036.17,19.96,36.15,1.058
43.04,55.86,22.28,96.03,970.43,15.31,149.5,0.0
2.38,65.36,7.74,25.37,1022.25,3.07,351.76,38.167
23.22,23.67,23.7,87.5,971.55,7.43,376.18,6.252
16.79,25.12,27.03,92.41,965.87,24.23,989.54,1.669
13.41,8.94,16.56,67.04,1039.43,8.12,815.99,15.853
42.69,35.6,21.62,93.13,946.93,2.51,1069.4,0.628
-3.84,58.18,15.97,39.79,1041.54,17.75,658.98,53.433
30.18,86.5,31.29,95.3,959.93,18.4,265.89,0.542
46.06,68.36,17.43,70.28,1026.94,7.28,360.42,3.051
24.69,46.36,29.46,4.2,972.59,7.58,351.82,0.35
44.65,95.55,28.05,90.69,980.07,11.83,359.14,0.0
-2.23,73.33,14.37,48.45,966.68,0.74,740.26,13.985
17.2,93.37,8.05,46.03,1003.55,19.78,583.89,65.543
8.79,55.12,14.21,56.65,979.81,8.06,423.97,13.535
33.73,29.6,28.92,14.94,1010.74,21.37,164.0,2.243
47.01,10.02,7.97,46.92,946.56,20.11,24.35,0.0
8.6,73.98,18.36,83.11,951.44,16.6,240.72,2.332
29.67,16.52,28.21,1.55,954.97,8.26,118.22,2.755
5.5,33.76,12.37,27.29,986.9,13.0,863.99,96.245
24.96,55.58,22.48,0.25,1026.48,11.23,123.75,10.58
19.59,58.62,8.6,41.57,1033.82,8.6,796.65,74.09
46.52,62.06,3.82,72.83,969.48,21.23,424.22,19.379
27.25,20.79,27.8,79.88,1002.44,12.19,80.72,2.671
13.52,41.08,3.46,94.52,1021.84,20.85,894.0,13.706
1.05,63.63,9.5,60.85,973.88,2.81,637.59,18.646
3.02,97.13,29.93,25.46,985.9,3.7,259.34,0.0
6.94,74.12,12.13,92.41,997.4,24.44,984.15,13.655
8.3,92.65,34.06,77.53,958.49,14.78,49.78,0.0
40.08,77.41,34.29,57.44,947.6,12.84,222.0,2.343
24.74,61.21,9.39,69.56,960.28,13.17,827.25,31.01
22.74,23.24,1.43,92.43,1007.69,5.54,780.32,6.293
1.08,68.34,24.68,71.24,952.36,18.02,318.2,0.405
40.59,64.22,15.78,36.84,963.97,2.3,68.23,5.859
33.31,62.23,3.53,71.3,978.79,14.42,943.89,39.082
-1.41,51.53,24.76,4.03,952.79,14.36,345.07,12.01
32.52,55.22,1.09,38.64,964.17,22.87,215.28,29.141
23.81,36.77,30.46,40.63,1036.13,13.25,567.67,0.645
-0.67,54.33,4.85,16.68,946.93,3.6,1001.25,131.867
19.29,23.77,4.46,2.31,1010.34,14.4,47.9,22.099
20.69,81.49,6.15,13.34,983.44,2.46,842.38,88.211
3.79,22.65,33.61,65.46,1012.26,5.25,629.72,1.124
45.12,13.07,24.26,80.23,1003.87,0.97,467.99,1.855
40.05,46.44,28.05,98.82,967.35,12.93,818.49,0.428
30.46,67.54,13.92,34.64,1029.72,2.3,1062.41,45.716
19.5,46.58,11.77,59.94,994.19,11.84,252.13,9.688
16.82,31.29,8.21,93.71,1027.25,23.34,158.01,0.325
29.5,58.03,16.82,16.7,985.6,18.05,1004.17,89.844
23.91,37.97,19.31,71.76,1043.47,2.12,735.85,2.0
-1.7,93.62,22.11,75.5,1022.05,5.76,481.78,2.222
22.16,92.65,9.0,8.9,1041.6,16.91,630.59,136.201
37.74,52.73,33.2,86.12,996.43,22.39,820.18,0.0
19.34,36.15,5.94,81.31,992.37,1.02,850.34,10.467
-2.25,75.03,33.8,3.34,1020.55,20.35,1011.88,12.347
36.67,8.49,0.52,9.11,1033.03,14.13,469.53,127.95
5.67,50.1,16.84,4.91,1041.41,13.74,322.75,45.064
8.71,36.95,11.67,33.47,977.46,23.95,703.63,81.79
3.73,92.45,15.72,50.93,1024.87,18.74,457.3,26.712
12.5,6.14,19.97,53.23,966.06,21.28,654.06,18.162
35.11,57.52,15.25,26.77,999.56,8.98,461.98,29.288
22.53,75.36,14.52,91.16,962.98,13.95,168.3,0.0
5.86,51.08,25.65,36.83,979.74,15.46,516.37,4.488
41.52,13.11,24.01,4.56,1038.14,8.18,760.01,20.448
41.62,97.38,29.16,30.02,959.61,14.34,879.21,4.843
41.14,54.21,8.75,53.11,1008.24,6.07,542.66,29.194
7.66,63.35,21.33,40.82,1004.3,3.76,181.76,6.179
18.92,27.48,20.48,27.38,957.07,9.47,456.16,17.086
47.2,50.93,12.94,13.13,977.6,18.53,864.92,110.551
35.92,45.77,17.01,81.92,1001.3,22.92,454.15,5.633
-3.56,12.12,10.98,99.61,963.72,11.55,766.18,8.853
-1.54,15.09,4.96,32.95,1025.06,16.14,557.94,111.057
19.59,84.56,7.48,38.16,1042.22,2.76,265.35,10.421
43.19,27.78,3.69,61.8,966.48,22.63,875.77,64.772
23.55,23.52,23.91,71.84,963.69,14.3,92.63,0.0
21.38,52.97,23.13,39.2,990.49,19.55,577.38,6.146
0.59,78.03,33.27,90.49,1019.78,19.9,229.78,0.0
29.81,10.88,25.54,56.0,973.16,6.56,73.77,3.158
38.57,59.8,1.82,45.04,946.99,13.32,553.23,53.79
15.16,16.32,30.95,64.67,999.12,24.02,549.52,0.0
36.11,8.46,30.19,95.28,1040.66,2.42,777.59,0.135
46.12,10.01,15.52,79.46,984.13,17.14,819.23,9.32
5.8,84.25,20.51,4.0,987.01,24.06,800.57,57.923
22.74,16.21,34.16,33.23,1041.89,7.65,450.51,2.632
10.22,9.29,18.63,47.05,1014.46,21.56,694.86,28.12
37.02,46.6,31.69,31.45,1016.92,23.35,634.64,4.762
25.61,85.18,2.91,70.02,1001.27,18.73,463.72,26.773
28.63,29.93,6.69,82.63,1042.46,5.94,656.93,12.722
37.29,45.06,15.43,73.13,1013.89,8.48,1041.97,16.831
15.99,8.79,20.47,98.93,1034.5,1.09,212.18,6.018
43.5,47.66,28.57,27.25,1014.94,20.82,996.35,12.64
23.25,59.87,34.59,87.5,1018.51,21.27,58.8,2.627
3.37,59.24,13.61,76.66,974.04,15.89,339.23,6.425
31.88,36.58,1.66,36.22,975.35,8.94,316.96,39.265
37.04,34.98,28.04,73.41,1023.3,2.1,689.0,0.0
11.79,15.13,21.15,10.41,974.67,18.88,144.35,10.924
40.43,39.85,6.95,78.93,1001.28,18.22,970.58,31.011
43.03,14.45,17.32,53.23,969.94,22.83,911.41,32.558
9.68,77.83,25.98,29.23,1026.7,18.32,717.27,8.003
47.13,96.8,26.96,65.58,956.05,20.75,504.26,1.307
2.46,97.16,17.49,64.16,1027.94,18.7,1026.25,35.938
5.71,87.18,10.68,20.95,1005.27,15.84,913.82,137.293
4.76,62.08,34.08,3.04,963.69,10.79,549.25,4.769
42.38,71.58,23.22,43.36,999.2,22.57,772.06,14.451
29.68,32.09,14.29,56.95,973.25,16.34,623.62,24.439
3.06,64.92,9.82,87.66,977.35,10.08,646.74,7.097
18.34,48.29,25.59,92.82,980.15,2.27,364.07,0.0
27.61,50.79,8.48,52.88,951.33,7.41,508.29,29.892
-0.58,76.99,6.01,75.38,1043.6,13.68,85.93,4.967
41.77,31.78,18.54,43.93,948.15,7.04,393.08,9.274
37.59,35.21,10.15,74.61,1011.25,5.69,765.41,18.858
21.78,92.84,22.01,20.48,982.12,13.28,1048.54,27.743
46.26,10.34,4.13,37.11,1009.6,4.41,1059.37,98.286
17.14,51.14,22.92,63.42,980.62,20.05,611.3,5.787
47.16,91.72,9.92,1.82,1012.38,12.21,667.28,116.103
30.4,62.98,0.01,72.25,1017.92,14.43,204.29,4.613
28.64,56.91,4.44,83.55,1014.06,3.86,764.84,11.483
3.8,28.73,32.68,39.91,956.4,8.25,77.72,2.516
41.74,37.61,30.36,44.79,1010.69,10.37,313.15,5.56
17.66,85.94,8.18,85.13,973.0,20.24,735.2,12.81
3.6,58.13,27.24,77.57,947.88,19.3,341.34,2.853
-4.33,53.9,21.3,28.81,986.48,5.73,54.83,3.343
24.67,14.46,33.98,32.4,988.35,15.48,915.06,11.635
22.95,6.52,13.08,67.89,991.72,6.24,341.36,7.135
33.13,96.55,23.85,56.32,1015.48,24.71,69.42,0.0
